"","file.number","day","hms","file.directory"
"2059"," photos","2023-07-15","08:19:03","FLIR photos/Worm Experiment/Repeatability/Batch1/FLIR0379.jpg"
"2060"," photos","2023-07-15","08:19:03","FLIR photos/Worm Experiment/Repeatability/Batch1/FLIR0380.jpg"
"2061"," photos","2023-07-15","08:19:03","FLIR photos/Worm Experiment/Repeatability/Batch1/FLIR0381.jpg"
"2062"," photos","2023-07-15","08:19:03","FLIR photos/Worm Experiment/Repeatability/Batch1/FLIR0382.jpg"
"2063"," photos","2023-07-15","08:19:03","FLIR photos/Worm Experiment/Repeatability/Batch1/FLIR0383.jpg"
"2064"," photos","2023-07-15","08:19:03","FLIR photos/Worm Experiment/Repeatability/Batch1/FLIR0384.jpg"
"2065"," photos","2023-07-15","08:19:02","FLIR photos/Worm Experiment/Repeatability/Batch1/FLIR0385.jpg"
"2066"," photos","2023-07-15","08:19:03","FLIR photos/Worm Experiment/Repeatability/Batch1/FLIR0386.jpg"
"2067"," photos","2023-07-15","08:19:02","FLIR photos/Worm Experiment/Repeatability/Batch1/FLIR0387.jpg"
"2068"," photos","2023-07-15","08:19:03","FLIR photos/Worm Experiment/Repeatability/Batch1/FLIR0388.jpg"
"2069"," photos","2023-07-15","08:19:02","FLIR photos/Worm Experiment/Repeatability/Batch1/FLIR0389.jpg"
"2070"," photos","2023-07-15","08:19:02","FLIR photos/Worm Experiment/Repeatability/Batch1/FLIR0390.jpg"
"2071"," photos","2023-07-15","08:19:02","FLIR photos/Worm Experiment/Repeatability/Batch1/FLIR0391.jpg"
"2072"," photos","2023-07-15","08:19:02","FLIR photos/Worm Experiment/Repeatability/Batch1/FLIR0392.jpg"
"2073"," photos","2023-07-15","08:19:02","FLIR photos/Worm Experiment/Repeatability/Batch1/FLIR0393.jpg"
"2074"," photos","2023-07-15","08:19:02","FLIR photos/Worm Experiment/Repeatability/Batch1/FLIR0394.jpg"
"2075"," photos","2023-07-15","08:19:02","FLIR photos/Worm Experiment/Repeatability/Batch1/FLIR0395.jpg"
"2076"," photos","2023-07-15","08:19:02","FLIR photos/Worm Experiment/Repeatability/Batch1/FLIR0396.jpg"
"2077"," photos","2023-07-15","08:19:03","FLIR photos/Worm Experiment/Repeatability/Batch1/FLIR0397.jpg"
"2078"," photos","2023-07-15","08:19:02","FLIR photos/Worm Experiment/Repeatability/Batch1/FLIR0398.jpg"
"2079"," photos","2023-07-15","08:19:02","FLIR photos/Worm Experiment/Repeatability/Batch1/FLIR0399.jpg"
"2080"," photos","2023-07-15","08:19:02","FLIR photos/Worm Experiment/Repeatability/Batch1/FLIR0400.jpg"
"2081"," photos","2023-07-15","08:19:02","FLIR photos/Worm Experiment/Repeatability/Batch1/FLIR0401.jpg"
"2082"," photos","2023-07-15","08:19:02","FLIR photos/Worm Experiment/Repeatability/Batch1/FLIR0402.jpg"
"2083"," photos","2023-07-15","08:19:02","FLIR photos/Worm Experiment/Repeatability/Batch1/FLIR0403.jpg"
"2084"," photos","2023-07-15","08:19:02","FLIR photos/Worm Experiment/Repeatability/Batch1/FLIR0404.jpg"
"2085"," photos","2023-07-15","08:19:02","FLIR photos/Worm Experiment/Repeatability/Batch1/FLIR0405.jpg"
"2086"," photos","2023-07-15","08:19:02","FLIR photos/Worm Experiment/Repeatability/Batch1/FLIR0406.jpg"
"2087"," photos","2023-07-15","08:19:02","FLIR photos/Worm Experiment/Repeatability/Batch1/FLIR0407.jpg"
"2088"," photos","2023-07-15","08:19:02","FLIR photos/Worm Experiment/Repeatability/Batch1/FLIR0408.jpg"
"2089"," photos","2023-07-15","08:19:02","FLIR photos/Worm Experiment/Repeatability/Batch1/FLIR0409.jpg"
"2090"," photos","2023-07-15","08:19:02","FLIR photos/Worm Experiment/Repeatability/Batch1/FLIR0410.jpg"
"2091"," photos","2023-07-15","08:19:02","FLIR photos/Worm Experiment/Repeatability/Batch1/FLIR0411.jpg"
"2092"," photos","2023-07-15","08:19:02","FLIR photos/Worm Experiment/Repeatability/Batch1/FLIR0412.jpg"
"2093"," photos","2023-07-15","08:19:01","FLIR photos/Worm Experiment/Repeatability/Batch1/FLIR0413.jpg"
"2094"," photos","2023-07-15","08:19:02","FLIR photos/Worm Experiment/Repeatability/Batch1/FLIR0414.jpg"
"2095"," photos","2023-07-15","08:19:02","FLIR photos/Worm Experiment/Repeatability/Batch1/FLIR0415.jpg"
"2096"," photos","2023-07-15","08:19:02","FLIR photos/Worm Experiment/Repeatability/Batch1/FLIR0416.jpg"
"2097"," photos","2023-07-15","08:19:01","FLIR photos/Worm Experiment/Repeatability/Batch1/FLIR0417.jpg"
"2098"," photos","2023-07-15","08:19:02","FLIR photos/Worm Experiment/Repeatability/Batch1/FLIR0418.jpg"
"2099"," photos","2023-07-15","08:19:02","FLIR photos/Worm Experiment/Repeatability/Batch1/FLIR0419.jpg"
"2100"," photos","2023-07-15","08:19:01","FLIR photos/Worm Experiment/Repeatability/Batch1/FLIR0420.jpg"
"2101"," photos","2023-07-15","08:19:01","FLIR photos/Worm Experiment/Repeatability/Batch1/FLIR0421.jpg"
"2102"," photos","2023-07-15","08:19:02","FLIR photos/Worm Experiment/Repeatability/Batch1/FLIR0422.jpg"
"2103"," photos","2023-07-15","08:19:01","FLIR photos/Worm Experiment/Repeatability/Batch1/FLIR0423.jpg"
"2104"," photos","2023-07-15","08:19:01","FLIR photos/Worm Experiment/Repeatability/Batch1/FLIR0424.jpg"
"2105"," photos","2023-07-15","08:19:01","FLIR photos/Worm Experiment/Repeatability/Batch1/FLIR0425.jpg"
"2106"," photos","2023-07-15","08:19:01","FLIR photos/Worm Experiment/Repeatability/Batch1/FLIR0426.jpg"
"2107"," photos","2023-07-15","08:19:01","FLIR photos/Worm Experiment/Repeatability/Batch1/FLIR0427.jpg"
"2108"," photos","2023-07-15","08:19:02","FLIR photos/Worm Experiment/Repeatability/Batch1/FLIR0428.jpg"
"2109"," photos","2023-07-15","08:19:01","FLIR photos/Worm Experiment/Repeatability/Batch1/FLIR0429.jpg"
"2110"," photos","2023-07-15","08:19:01","FLIR photos/Worm Experiment/Repeatability/Batch1/FLIR0430.jpg"
"2111"," photos","2023-07-15","08:19:01","FLIR photos/Worm Experiment/Repeatability/Batch1/FLIR0431.jpg"
"2112"," photos","2023-07-15","08:19:01","FLIR photos/Worm Experiment/Repeatability/Batch1/FLIR0432.jpg"
"2113"," photos","2023-07-15","08:19:02","FLIR photos/Worm Experiment/Repeatability/Batch1/FLIR0433.jpg"
"2114"," photos","2023-07-15","08:19:01","FLIR photos/Worm Experiment/Repeatability/Batch1/FLIR0434.jpg"
"2115"," photos","2023-07-15","08:19:01","FLIR photos/Worm Experiment/Repeatability/Batch1/FLIR0435.jpg"
"2116"," photos","2023-07-15","08:19:01","FLIR photos/Worm Experiment/Repeatability/Batch1/FLIR0436.jpg"
"2117"," photos","2023-07-15","08:19:01","FLIR photos/Worm Experiment/Repeatability/Batch1/FLIR0437.jpg"
"2118"," photos","2023-07-15","08:19:01","FLIR photos/Worm Experiment/Repeatability/Batch1/FLIR0438.jpg"
"2119"," photos","2023-07-15","08:19:01","FLIR photos/Worm Experiment/Repeatability/Batch1/FLIR0439.jpg"
"2120"," photos","2023-07-15","08:19:01","FLIR photos/Worm Experiment/Repeatability/Batch1/FLIR0440.jpg"
"2121"," photos","2023-07-15","08:19:01","FLIR photos/Worm Experiment/Repeatability/Batch1/FLIR0441.jpg"
"2122"," photos","2023-07-15","08:19:01","FLIR photos/Worm Experiment/Repeatability/Batch1/FLIR0442.jpg"
"2123"," photos","2023-07-15","08:19:01","FLIR photos/Worm Experiment/Repeatability/Batch1/FLIR0443.jpg"
"2124"," photos","2023-07-15","08:19:01","FLIR photos/Worm Experiment/Repeatability/Batch1/FLIR0444.jpg"
"2125"," photos","2023-07-15","08:19:01","FLIR photos/Worm Experiment/Repeatability/Batch1/FLIR0445.jpg"
"2126"," photos","2023-07-15","08:19:01","FLIR photos/Worm Experiment/Repeatability/Batch1/FLIR0446.jpg"
"2127"," photos","2023-07-15","08:19:01","FLIR photos/Worm Experiment/Repeatability/Batch1/FLIR0447.jpg"
"2128"," photos","2023-07-15","08:19:00","FLIR photos/Worm Experiment/Repeatability/Batch1/FLIR0448.jpg"
"2129"," photos","2023-07-15","08:19:00","FLIR photos/Worm Experiment/Repeatability/Batch1/FLIR0449.jpg"
"2130"," photos","2023-07-15","08:19:01","FLIR photos/Worm Experiment/Repeatability/Batch1/FLIR0450.jpg"
"2131"," photos","2023-07-15","08:19:00","FLIR photos/Worm Experiment/Repeatability/Batch1/FLIR0451.jpg"
"2132"," photos","2023-07-15","08:19:00","FLIR photos/Worm Experiment/Repeatability/Batch1/FLIR0452.jpg"
"2133"," photos","2023-07-15","08:19:01","FLIR photos/Worm Experiment/Repeatability/Batch1/FLIR0453.jpg"
"2134"," photos","2023-07-15","08:19:01","FLIR photos/Worm Experiment/Repeatability/Batch1/FLIR0454.jpg"
"2135"," photos","2023-07-15","08:19:00","FLIR photos/Worm Experiment/Repeatability/Batch1/FLIR0455.jpg"
"2136"," photos","2023-07-15","08:19:00","FLIR photos/Worm Experiment/Repeatability/Batch1/FLIR0456.jpg"
"2137"," photos","2023-07-15","08:19:00","FLIR photos/Worm Experiment/Repeatability/Batch1/FLIR0457.jpg"
"2138"," photos","2023-07-15","08:19:00","FLIR photos/Worm Experiment/Repeatability/Batch1/FLIR0458.jpg"
"2139"," photos","2023-07-15","08:19:01","FLIR photos/Worm Experiment/Repeatability/Batch1/FLIR0459.jpg"
"2140"," photos","2023-07-15","08:19:00","FLIR photos/Worm Experiment/Repeatability/Batch1/FLIR0460.jpg"
"2141"," photos","2023-07-15","08:19:00","FLIR photos/Worm Experiment/Repeatability/Batch1/FLIR0461.jpg"
"2142"," photos","2023-07-15","08:19:00","FLIR photos/Worm Experiment/Repeatability/Batch1/FLIR0462.jpg"
"2143"," photos","2023-07-15","08:19:01","FLIR photos/Worm Experiment/Repeatability/Batch1/FLIR0463.jpg"
"2144"," photos","2023-07-15","08:19:00","FLIR photos/Worm Experiment/Repeatability/Batch1/FLIR0464.jpg"
"2145"," photos","2023-07-15","08:19:00","FLIR photos/Worm Experiment/Repeatability/Batch1/FLIR0465.jpg"
"2146"," photos","2023-07-15","08:19:01","FLIR photos/Worm Experiment/Repeatability/Batch1/FLIR0466.jpg"
"2147"," photos","2023-07-15","08:19:00","FLIR photos/Worm Experiment/Repeatability/Batch1/FLIR0467.jpg"
"2148"," photos","2023-07-15","08:19:00","FLIR photos/Worm Experiment/Repeatability/Batch1/FLIR0468.jpg"
"2149"," photos","2023-07-15","08:19:00","FLIR photos/Worm Experiment/Repeatability/Batch1/FLIR0469.jpg"
"2150"," photos","2023-07-15","08:19:00","FLIR photos/Worm Experiment/Repeatability/Batch1/FLIR0470.jpg"
"2151"," photos","2023-07-15","08:19:00","FLIR photos/Worm Experiment/Repeatability/Batch1/FLIR0471.jpg"
"2152"," photos","2023-07-15","08:19:00","FLIR photos/Worm Experiment/Repeatability/Batch1/FLIR0472.jpg"
"2153"," photos","2023-07-15","08:19:00","FLIR photos/Worm Experiment/Repeatability/Batch1/FLIR0473.jpg"
"2154"," photos","2023-07-15","08:19:00","FLIR photos/Worm Experiment/Repeatability/Batch1/FLIR0474.jpg"
"2155"," photos","2023-07-15","08:19:00","FLIR photos/Worm Experiment/Repeatability/Batch1/FLIR0475.jpg"
"2156"," photos","2023-07-15","08:19:00","FLIR photos/Worm Experiment/Repeatability/Batch1/FLIR0476.jpg"
"2157"," photos","2023-07-15","08:19:00","FLIR photos/Worm Experiment/Repeatability/Batch1/FLIR0477.jpg"
"2158"," photos","2023-07-15","08:19:00","FLIR photos/Worm Experiment/Repeatability/Batch1/FLIR0478.jpg"
"2159"," photos","2023-07-15","08:19:00","FLIR photos/Worm Experiment/Repeatability/Batch1/FLIR0479.jpg"
"2160"," photos","2023-07-15","08:19:00","FLIR photos/Worm Experiment/Repeatability/Batch1/FLIR0480.jpg"
"2161"," photos","2023-07-15","08:19:00","FLIR photos/Worm Experiment/Repeatability/Batch1/FLIR0481.jpg"
"2162"," photos","2023-07-15","08:19:00","FLIR photos/Worm Experiment/Repeatability/Batch1/FLIR0482.jpg"
"2163"," photos","2023-07-15","08:19:00","FLIR photos/Worm Experiment/Repeatability/Batch1/FLIR0483.jpg"
"2164"," photos","2023-07-15","08:18:59","FLIR photos/Worm Experiment/Repeatability/Batch1/FLIR0484.jpg"
"2165"," photos","2023-07-15","08:18:59","FLIR photos/Worm Experiment/Repeatability/Batch1/FLIR0485.jpg"
"2166"," photos","2023-07-15","08:19:00","FLIR photos/Worm Experiment/Repeatability/Batch1/FLIR0486.jpg"
"2167"," photos","2023-07-15","08:18:59","FLIR photos/Worm Experiment/Repeatability/Batch1/FLIR0487.jpg"
"2168"," photos","2023-07-15","08:18:59","FLIR photos/Worm Experiment/Repeatability/Batch1/FLIR0488.jpg"
"2169"," photos","2023-07-15","08:18:59","FLIR photos/Worm Experiment/Repeatability/Batch1/FLIR0489.jpg"
"2170"," photos","2023-07-15","08:18:59","FLIR photos/Worm Experiment/Repeatability/Batch1/FLIR0490.jpg"
"2171"," photos","2023-07-15","08:19:00","FLIR photos/Worm Experiment/Repeatability/Batch1/FLIR0491.jpg"
"2172"," photos","2023-07-15","08:18:59","FLIR photos/Worm Experiment/Repeatability/Batch1/FLIR0492.jpg"
"2173"," photos","2023-07-15","08:19:00","FLIR photos/Worm Experiment/Repeatability/Batch1/FLIR0493.jpg"
"2174"," photos","2023-07-15","08:18:59","FLIR photos/Worm Experiment/Repeatability/Batch1/FLIR0494.jpg"
"2175"," photos","2023-07-15","08:18:59","FLIR photos/Worm Experiment/Repeatability/Batch1/FLIR0495.jpg"
"2176"," photos","2023-07-15","08:18:59","FLIR photos/Worm Experiment/Repeatability/Batch1/FLIR0496.jpg"
"2177"," photos","2023-07-15","08:18:59","FLIR photos/Worm Experiment/Repeatability/Batch1/FLIR0497.jpg"
"2178"," photos","2023-07-15","08:18:59","FLIR photos/Worm Experiment/Repeatability/Batch1/FLIR0498.jpg"
"2179"," photos","2023-07-15","08:19:00","FLIR photos/Worm Experiment/Repeatability/Batch1/FLIR0499.jpg"
"2180"," photos","2023-07-15","08:18:59","FLIR photos/Worm Experiment/Repeatability/Batch1/FLIR0500.jpg"
"2181"," photos","2023-07-15","08:18:59","FLIR photos/Worm Experiment/Repeatability/Batch1/FLIR0501.jpg"
"2182"," photos","2023-07-15","08:18:59","FLIR photos/Worm Experiment/Repeatability/Batch1/FLIR0502.jpg"
"2183"," photos","2023-07-15","08:18:59","FLIR photos/Worm Experiment/Repeatability/Batch1/FLIR0503.jpg"
"2184"," photos","2023-07-15","08:18:59","FLIR photos/Worm Experiment/Repeatability/Batch1/FLIR0504.jpg"
"2185"," photos","2023-07-15","08:18:59","FLIR photos/Worm Experiment/Repeatability/Batch1/FLIR0505.jpg"
"2186"," photos","2023-07-15","08:18:59","FLIR photos/Worm Experiment/Repeatability/Batch1/FLIR0506.jpg"
"2187"," photos","2023-07-15","08:18:58","FLIR photos/Worm Experiment/Repeatability/Batch1/FLIR0507.jpg"
"2188"," photos","2023-07-15","08:18:59","FLIR photos/Worm Experiment/Repeatability/Batch1/FLIR0508.jpg"
"2189"," photos","2023-07-15","08:18:59","FLIR photos/Worm Experiment/Repeatability/Batch1/FLIR0509.jpg"
"2190"," photos","2023-07-15","08:18:59","FLIR photos/Worm Experiment/Repeatability/Batch1/FLIR0510.jpg"
"2191"," photos","2023-07-15","08:18:59","FLIR photos/Worm Experiment/Repeatability/Batch1/FLIR0511.jpg"
"2192"," photos","2023-07-15","08:18:59","FLIR photos/Worm Experiment/Repeatability/Batch1/FLIR0512.jpg"
"2193"," photos","2023-07-15","08:18:59","FLIR photos/Worm Experiment/Repeatability/Batch1/FLIR0513.jpg"
"2194"," photos","2023-07-15","08:18:58","FLIR photos/Worm Experiment/Repeatability/Batch1/FLIR0514.jpg"
"2195"," photos","2023-07-15","08:18:59","FLIR photos/Worm Experiment/Repeatability/Batch1/FLIR0515.jpg"
"2196"," photos","2023-07-15","08:18:59","FLIR photos/Worm Experiment/Repeatability/Batch1/FLIR0516.jpg"
"2197"," photos","2023-07-15","08:18:59","FLIR photos/Worm Experiment/Repeatability/Batch1/FLIR0517.jpg"
"2198"," photos","2023-07-15","08:18:59","FLIR photos/Worm Experiment/Repeatability/Batch1/FLIR0518.jpg"
"2199"," photos","2023-07-15","08:18:58","FLIR photos/Worm Experiment/Repeatability/Batch1/FLIR0519.jpg"
"2200"," photos","2023-07-15","08:18:58","FLIR photos/Worm Experiment/Repeatability/Batch1/FLIR0520.jpg"
"2201"," photos","2023-07-15","08:18:59","FLIR photos/Worm Experiment/Repeatability/Batch1/FLIR0521.jpg"
"2202"," photos","2023-07-15","08:18:58","FLIR photos/Worm Experiment/Repeatability/Batch1/FLIR0522.jpg"
"2203"," photos","2023-07-15","08:18:58","FLIR photos/Worm Experiment/Repeatability/Batch1/FLIR0523.jpg"
"2204"," photos","2023-07-15","08:18:59","FLIR photos/Worm Experiment/Repeatability/Batch1/FLIR0524.jpg"
"2205"," photos","2023-07-15","08:18:59","FLIR photos/Worm Experiment/Repeatability/Batch1/FLIR0525.jpg"
"2206"," photos","2023-07-15","08:18:58","FLIR photos/Worm Experiment/Repeatability/Batch1/FLIR0526.jpg"
"2207"," photos","2023-07-15","08:18:58","FLIR photos/Worm Experiment/Repeatability/Batch1/FLIR0527.jpg"
"2208"," photos","2023-07-15","08:18:58","FLIR photos/Worm Experiment/Repeatability/Batch1/FLIR0528.jpg"
"2209"," photos","2023-07-15","08:18:58","FLIR photos/Worm Experiment/Repeatability/Batch1/FLIR0529.jpg"
"2210"," photos","2023-07-15","08:18:58","FLIR photos/Worm Experiment/Repeatability/Batch1/FLIR0530.jpg"
"2211"," photos","2023-07-15","08:18:58","FLIR photos/Worm Experiment/Repeatability/Batch1/FLIR0531.jpg"
"2212"," photos","2023-07-15","08:19:28","FLIR photos/Worm Experiment/Repeatability/Batch1/FLIR0532.jpg"
"2213"," photos","2023-07-15","08:19:29","FLIR photos/Worm Experiment/Repeatability/Batch1/FLIR0533.jpg"
"2214"," photos","2023-07-15","08:19:28","FLIR photos/Worm Experiment/Repeatability/Batch1/FLIR0534.jpg"
"2215"," photos","2023-07-15","08:19:28","FLIR photos/Worm Experiment/Repeatability/Batch1/FLIR0535.jpg"
"2216"," photos","2023-07-15","08:19:28","FLIR photos/Worm Experiment/Repeatability/Batch1/FLIR0536.jpg"
"2217"," photos","2023-07-15","08:19:28","FLIR photos/Worm Experiment/Repeatability/Batch1/FLIR0537.jpg"
"2218"," photos","2023-07-15","08:19:28","FLIR photos/Worm Experiment/Repeatability/Batch1/FLIR0538.jpg"
"2219"," photos","2023-07-15","08:19:28","FLIR photos/Worm Experiment/Repeatability/Batch1/FLIR0539.jpg"
"2220"," photos","2023-07-15","08:19:28","FLIR photos/Worm Experiment/Repeatability/Batch1/FLIR0540.jpg"
"2221"," photos","2023-07-15","08:19:28","FLIR photos/Worm Experiment/Repeatability/Batch1/FLIR0541.jpg"
"2222"," photos","2023-07-15","08:19:28","FLIR photos/Worm Experiment/Repeatability/Batch1/FLIR0542.jpg"
"2223"," photos","2023-07-15","08:19:28","FLIR photos/Worm Experiment/Repeatability/Batch1/FLIR0543.jpg"
"2224"," photos","2023-07-15","08:19:28","FLIR photos/Worm Experiment/Repeatability/Batch1/FLIR0544.jpg"
"2225"," photos","2023-07-15","08:19:28","FLIR photos/Worm Experiment/Repeatability/Batch1/FLIR0545.jpg"
"2226"," photos","2023-07-15","08:19:28","FLIR photos/Worm Experiment/Repeatability/Batch1/FLIR0546.jpg"
"2227"," photos","2023-07-15","08:19:28","FLIR photos/Worm Experiment/Repeatability/Batch1/FLIR0547.jpg"
"2228"," photos","2023-07-15","08:19:28","FLIR photos/Worm Experiment/Repeatability/Batch1/FLIR0548.jpg"
"2229"," photos","2023-07-15","08:19:28","FLIR photos/Worm Experiment/Repeatability/Batch1/FLIR0549.jpg"
"2230"," photos","2023-07-15","08:19:28","FLIR photos/Worm Experiment/Repeatability/Batch1/FLIR0550.jpg"
"2231"," photos","2023-07-15","08:19:28","FLIR photos/Worm Experiment/Repeatability/Batch1/FLIR0551.jpg"
"2232"," photos","2023-07-15","08:19:28","FLIR photos/Worm Experiment/Repeatability/Batch1/FLIR0552.jpg"
"2233"," photos","2023-07-15","08:19:28","FLIR photos/Worm Experiment/Repeatability/Batch1/FLIR0553.jpg"
"2234"," photos","2023-07-15","08:19:28","FLIR photos/Worm Experiment/Repeatability/Batch1/FLIR0554.jpg"
"2235"," photos","2023-07-15","08:19:28","FLIR photos/Worm Experiment/Repeatability/Batch1/FLIR0555.jpg"
"2236"," photos","2023-07-15","08:19:28","FLIR photos/Worm Experiment/Repeatability/Batch1/FLIR0556.jpg"
"2237"," photos","2023-07-15","08:19:28","FLIR photos/Worm Experiment/Repeatability/Batch1/FLIR0557.jpg"
"2238"," photos","2023-07-15","08:19:28","FLIR photos/Worm Experiment/Repeatability/Batch1/FLIR0558.jpg"
"2239"," photos","2023-07-15","08:19:28","FLIR photos/Worm Experiment/Repeatability/Batch1/FLIR0559.jpg"
"2240"," photos","2023-07-15","08:19:28","FLIR photos/Worm Experiment/Repeatability/Batch1/FLIR0560.jpg"
"2241"," photos","2023-07-15","08:19:28","FLIR photos/Worm Experiment/Repeatability/Batch1/FLIR0561.jpg"
"2242"," photos","2023-07-15","08:19:28","FLIR photos/Worm Experiment/Repeatability/Batch1/FLIR0562.jpg"
"2243"," photos","2023-07-15","08:19:27","FLIR photos/Worm Experiment/Repeatability/Batch1/FLIR0563.jpg"
"2244"," photos","2023-07-15","08:19:28","FLIR photos/Worm Experiment/Repeatability/Batch1/FLIR0564.jpg"
"2245"," photos","2023-07-15","08:19:27","FLIR photos/Worm Experiment/Repeatability/Batch1/FLIR0565.jpg"
"2246"," photos","2023-07-15","08:19:27","FLIR photos/Worm Experiment/Repeatability/Batch1/FLIR0566.jpg"
"2247"," photos","2023-07-15","08:19:27","FLIR photos/Worm Experiment/Repeatability/Batch1/FLIR0567.jpg"
"2248"," photos","2023-07-15","08:19:27","FLIR photos/Worm Experiment/Repeatability/Batch1/FLIR0568.jpg"
"2249"," photos","2023-07-15","08:19:27","FLIR photos/Worm Experiment/Repeatability/Batch1/FLIR0569.jpg"
"2250"," photos","2023-07-15","08:19:27","FLIR photos/Worm Experiment/Repeatability/Batch1/FLIR0570.jpg"
